"seqn","acd010a","acd010b","acd010c","acq020","acq030","acd040","acq050","acq060","acd070","acd080"
10040,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10041,NA,NA,NA,4,5,4,5,5,1,1
10042,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10043,NA,NA,NA,4,1,4,4,5,4,4
10044,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10045,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10047,NA,NA,NA,2,1,1,1,2,4,4
10049,NA,NA,NA,3,2,3,3,3,4,4
10050,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10051,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10052,NA,NA,NA,4,4,4,4,4,4,1
10053,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10054,NA,NA,NA,3,1,5,4,4,4,4
10055,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10056,NA,NA,NA,3,3,3,3,3,5,5
10057,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10058,NA,NA,NA,2,1,1,1,1,4,4
10060,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10061,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10062,NA,NA,NA,2,1,2,2,1,4,4
10063,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10064,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10068,NA,NA,NA,4,2,2,3,3,1,4
10069,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10070,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10071,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10072,NA,NA,NA,2,1,1,1,1,4,4
10073,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10074,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10075,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10077,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
10080,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10082,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10083,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10085,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10087,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10088,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10090,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10091,NA,NA,NA,5,5,5,5,5,1,1
10093,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10095,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10096,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10098,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10099,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10100,NA,NA,NA,2,3,1,1,2,4,4
10101,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10102,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10103,NA,NA,NA,3,3,4,3,3,4,4
10104,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10105,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10106,NA,NA,NA,1,1,1,1,1,4,4
10107,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10110,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10111,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10112,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10113,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10114,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10115,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10116,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10118,NA,NA,NA,1,1,1,1,1,4,4
10119,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10120,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10121,NA,NA,NA,5,5,5,5,5,1,1
10122,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10124,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10125,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10128,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10130,NA,NA,NA,3,1,1,3,5,4,4
10131,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10132,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10133,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10136,NA,NA,NA,1,1,1,1,1,4,4
10137,NA,NA,NA,3,2,3,5,3,1,1
10140,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10142,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10144,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
10146,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10149,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10150,NA,NA,NA,5,5,5,5,5,1,1
10151,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10153,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10154,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10156,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10159,NA,NA,NA,2,1,1,1,2,5,5
10161,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10162,NA,NA,NA,3,3,3,3,3,4,1
10163,NA,NA,NA,1,1,3,3,3,2,2
10165,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10166,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10167,NA,NA,NA,1,1,1,1,1,4,4
10168,NA,NA,NA,2,1,1,1,1,4,4
10171,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10172,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10174,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10175,NA,NA,NA,1,1,1,1,1,4,4
10176,NA,NA,NA,3,3,3,4,4,4,4
10177,NA,NA,NA,5,5,5,5,5,1,1
10178,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10179,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10181,NA,NA,NA,2,1,2,1,2,4,4
10183,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10185,NA,NA,NA,4,3,5,5,5,1,1
10186,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10187,NA,NA,NA,3,1,2,3,3,4,4
10189,NA,NA,NA,4,1,2,3,5,2,2
10191,NA,NA,NA,3,1,3,9,5,4,4
10192,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10193,NA,NA,NA,4,1,4,3,5,5,5
10195,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10199,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
10201,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10202,1,NA,3,NA,NA,NA,NA,NA,NA,NA
10203,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10204,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10205,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10207,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10208,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10210,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10211,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10214,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10216,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10219,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10220,NA,NA,NA,1,1,1,1,1,4,4
10221,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10224,NA,NA,NA,4,1,3,5,5,4,4
10225,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10226,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10227,NA,NA,NA,3,2,5,4,4,1,4
10228,NA,NA,NA,3,1,3,3,3,4,4
10229,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10230,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10233,NA,NA,NA,5,5,5,5,5,1,1
10234,NA,NA,NA,5,5,5,5,5,1,1
10236,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10237,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10238,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10239,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10240,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10241,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10242,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10243,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10245,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10246,NA,NA,NA,4,1,3,4,4,4,4
10247,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10249,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10250,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10251,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10252,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
10254,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10255,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10258,NA,NA,NA,2,1,1,1,1,4,4
10260,NA,NA,NA,3,2,4,4,4,4,4
10261,NA,NA,NA,2,1,1,1,2,5,5
10262,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10263,NA,NA,NA,4,1,4,5,5,4,4
10264,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10265,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
10266,NA,NA,NA,2,1,4,2,3,4,4
10267,NA,NA,NA,1,1,1,1,1,4,4
10268,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10269,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10271,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10273,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10274,1,NA,3,NA,NA,NA,NA,NA,NA,NA
10275,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10277,NA,NA,NA,2,3,4,3,4,2,2
10280,NA,NA,NA,5,5,5,5,5,1,1
10281,NA,NA,NA,3,2,2,2,2,4,4
10282,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10284,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10286,NA,NA,NA,3,2,2,3,4,4,4
10288,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10289,NA,NA,NA,5,5,5,5,5,1,1
10291,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10292,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10293,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10294,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10295,NA,NA,NA,5,4,4,4,5,1,1
10296,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10297,NA,NA,NA,4,1,5,5,2,4,4
10300,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10302,NA,NA,NA,2,1,1,2,1,4,4
10304,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10305,NA,NA,NA,5,5,5,5,5,1,1
10306,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10307,NA,NA,NA,3,1,5,5,1,1,1
10308,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10310,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10311,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10312,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10313,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10314,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
10315,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10316,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10317,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10319,NA,NA,NA,5,4,5,5,5,1,1
10320,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10321,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10322,NA,NA,NA,3,1,3,2,2,4,4
10323,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10324,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10325,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10326,NA,NA,NA,1,1,1,1,1,4,4
10328,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10330,NA,NA,NA,1,1,1,3,1,4,4
10332,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10333,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10335,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10336,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10337,NA,NA,NA,1,1,1,1,1,4,4
10338,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10339,NA,NA,NA,2,1,1,2,1,5,5
10342,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10343,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10344,NA,NA,NA,2,1,1,1,2,4,4
10345,NA,NA,NA,5,5,5,5,4,99,99
10346,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10347,NA,NA,NA,4,5,4,5,4,1,1
10348,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10352,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10353,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10354,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10357,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10358,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10359,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10361,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10362,NA,NA,NA,3,3,4,4,4,1,1
10363,NA,NA,NA,5,5,5,5,5,4,4
10364,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10365,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10366,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10367,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
10368,NA,NA,NA,3,1,3,4,4,4,4
10370,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10373,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10374,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10375,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10376,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10377,1,NA,3,NA,NA,NA,NA,NA,NA,NA
10378,NA,NA,NA,4,4,5,5,5,1,1
10379,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10380,NA,NA,NA,4,2,4,5,4,4,4
10381,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10382,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10383,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10384,NA,NA,NA,1,1,1,1,1,4,4
10388,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10390,NA,NA,NA,5,1,4,3,3,1,1
10391,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10392,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
10393,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10394,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10396,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10397,NA,NA,NA,2,1,1,3,2,4,4
10398,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10399,NA,NA,NA,1,1,1,1,1,4,4
10401,NA,NA,NA,5,5,5,5,5,1,1
10404,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10406,NA,NA,NA,4,2,5,5,5,4,4
10408,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10409,1,NA,3,NA,NA,NA,NA,NA,NA,NA
10410,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10411,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10413,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10415,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10418,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10419,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10420,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10421,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10422,NA,NA,NA,3,3,5,4,5,1,1
10424,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10425,NA,NA,NA,4,1,3,5,5,4,4
10426,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10427,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10428,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10429,NA,NA,NA,4,4,4,4,4,4,4
10431,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10432,NA,NA,NA,3,4,3,4,4,1,1
10433,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10434,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10436,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10437,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10438,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10440,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10441,NA,NA,NA,1,1,1,1,1,4,4
10442,NA,NA,NA,2,1,2,2,2,4,1
10443,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10444,NA,NA,NA,1,1,1,1,1,4,4
10445,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10446,NA,NA,NA,5,4,1,4,5,5,5
10447,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10448,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10449,1,NA,3,NA,NA,NA,NA,NA,NA,NA
10450,NA,NA,NA,4,2,4,4,5,4,4
10451,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10452,NA,NA,NA,2,1,2,4,3,5,5
10453,NA,NA,NA,4,4,5,5,5,1,1
10454,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10455,NA,NA,NA,4,2,3,4,4,4,4
10457,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10458,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10459,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10461,NA,NA,NA,2,1,1,1,1,4,4
10462,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10463,NA,NA,NA,1,1,1,1,1,4,4
10464,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10465,NA,NA,NA,4,5,5,5,5,1,1
10468,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10471,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10473,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
10474,1,NA,3,NA,NA,NA,NA,NA,NA,NA
10475,1,NA,3,NA,NA,NA,NA,NA,NA,NA
10476,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10477,1,NA,3,NA,NA,NA,NA,NA,NA,NA
10479,NA,NA,NA,2,1,1,3,4,4,4
10480,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10481,NA,NA,NA,4,4,4,5,4,2,2
10483,NA,NA,NA,1,1,1,1,1,4,4
10484,NA,NA,NA,3,1,3,1,4,4,4
10485,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10486,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10487,NA,NA,NA,3,3,3,3,3,1,4
10488,NA,NA,NA,4,4,5,5,5,1,1
10489,NA,NA,NA,3,3,3,3,3,1,1
10490,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10491,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10492,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10494,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10495,NA,NA,NA,3,3,3,3,3,1,1
10496,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10497,1,NA,3,NA,NA,NA,NA,NA,NA,NA
10499,NA,NA,NA,5,5,5,5,5,1,1
10500,NA,NA,NA,5,5,5,5,5,5,5
10502,NA,NA,NA,1,1,1,1,1,4,4
10504,NA,NA,NA,4,4,2,4,2,1,4
10506,NA,NA,NA,1,1,1,1,1,4,4
10509,NA,NA,NA,1,1,1,1,1,4,4
10510,NA,NA,NA,5,5,5,5,5,1,1
10514,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10516,NA,NA,NA,4,5,5,5,4,1,1
10517,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10518,NA,NA,NA,1,1,1,1,1,2,2
10519,NA,NA,NA,3,2,5,5,5,4,4
10520,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10521,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10522,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10523,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10524,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10526,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10527,NA,NA,NA,2,1,1,2,1,5,4
10528,NA,NA,NA,3,3,3,3,3,4,4
10529,NA,NA,NA,1,1,1,1,1,4,4
10530,NA,NA,NA,4,4,4,5,4,4,1
10533,NA,NA,NA,3,1,2,3,3,4,4
10534,NA,NA,NA,2,9,3,9,1,99,99
10537,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10539,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
10541,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10542,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10543,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10545,NA,NA,NA,3,1,2,2,2,2,2
10546,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10547,1,NA,3,NA,NA,NA,NA,NA,NA,NA
10548,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10550,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10551,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10552,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10556,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10557,NA,NA,NA,5,2,4,2,5,4,1
10561,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10562,NA,NA,NA,3,1,2,3,3,4,4
10563,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10566,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10568,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10569,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10573,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10574,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10576,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10577,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10579,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10581,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10582,NA,NA,NA,1,1,1,1,1,5,5
10583,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10585,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10586,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10587,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10589,NA,NA,NA,5,5,5,5,5,1,1
10590,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10591,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10592,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10593,NA,NA,NA,5,5,5,5,5,1,1
10595,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10596,NA,NA,NA,2,1,4,4,5,4,4
10597,NA,NA,NA,4,2,2,3,3,1,1
10599,NA,NA,NA,5,5,5,5,5,1,1
10600,NA,NA,NA,5,5,5,5,5,1,1
10601,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10602,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
10606,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10607,NA,NA,NA,5,4,5,5,3,1,1
10608,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10610,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10611,NA,NA,NA,3,1,2,3,3,4,4
10612,NA,NA,NA,5,5,5,5,5,1,1
10613,1,NA,3,NA,NA,NA,NA,NA,NA,NA
10614,NA,NA,NA,5,5,5,5,5,1,1
10615,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10617,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10619,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10620,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
