"seqn","cbd071","cbd091","cbd111","cbd121","cbd131"
95879,1500,300,0,100,0
95880,70,20,20,128,10
95881,100,25,50,50,25
95882,300,50,0,999999,100
95883,275,0,20,100,0
95884,450,42,50,192,0
95885,200,0,20,0,85
95886,999999,999999,999999,999999,999999
95887,350,0,214,400,0
95888,300,0,100,150,50
95889,400,0,400,120,0
95890,300,50,0,200,100
95891,600,0,321,140,0
95892,642,0,171,200,0
95893,300,50,50,0,70
95894,600,150,200,50,40
95895,150,0,150,100,50
95896,300,0,60,500,100
95897,300,0,50,15,6
95898,800,100,400,1000,200
95899,300,0,400,0,0
95900,50,0,0,64,0
95901,500,0,200,0,0
95902,642,214,300,80,642
95903,300,0,100,150,0
95904,80,0,800,150,0
95905,428,171,125,300,100
95906,400,107,200,50,0
95907,150,30,51,257,38
95908,250,0,100,60,0
95909,100,0,10,30,0
95910,500,0,200,999999,20
95911,400,0,0,40,0
95912,857,214,25,480,0
95913,171,0,200,1100,0
95914,250,0,0,70,0
95915,200,50,50,50,0
95916,NA,NA,NA,NA,NA
95917,300,0,0,999999,40
95918,428,0,0,30,0
95919,500,214,0,0,0
95920,642,107,107,428,0
95921,150,0,300,428,20
95922,642,128,0,200,0
95923,1028,0,857,60,30
95924,200,0,428,42,0
95925,0,0,500,214,26
95926,350,25,0,250,0
95927,350,0,100,50,70
95928,500,0,200,200,0
95929,400,100,200,150,100
95930,200,0,50,100,0
95931,400,0,300,100,0
95932,600,100,0,200,40
95933,350,0,150,150,30
95934,500,0,0,400,100
95935,150,20,20,30,0
95936,100,0,0,60,0
95937,342,0,520,300,110
95938,300,0,0,40,20
95939,64,0,428,342,0
95940,1500,500,500,200,0
95941,700,0,400,100,30
95942,642,0,0,120,0
95943,400,0,400,85,111
95944,642,107,300,214,0
95945,171,10,42,42,0
95946,200,10,25,10,0
95947,400,150,150,300,0
95948,400,50,200,50,20
95949,342,0,520,300,110
95950,600,30,42,50,0
95951,800,100,0,200,100
95952,300,50,0,200,0
95953,475,30,30,70,0
95954,NA,NA,NA,NA,NA
95955,250,20,0,0,0
95956,1200,0,0,100,60
95957,1028,32,0,999999,171
95958,600,0,0,100,0
95959,600,200,75,214,0
95960,800,0,100,200,75
95961,900,0,0,0,0
95962,400,40,60,75,40
95963,728,0,0,60,0
95964,350,40,300,150,0
95965,NA,NA,NA,NA,NA
95966,350,0,0,500,0
95967,1000,85,300,100,20
95968,500,0,0,60,0
95969,857,85,100,171,0
95970,400,NA,150,100,0
95971,150,75,175,60,0
95972,857,50,0,50,0
95973,642,0,428,200,20
95974,500,0,100,0,0
95975,940,0,0,400,216
95976,NA,NA,NA,NA,NA
95977,300,100,100,0,0
95978,160,0,0,0,0
95979,150,0,0,100,0
95980,1000,0,400,250,200
95981,300,0,700,100,80
95982,500,60,0,0,0
95983,200,50,0,35,0
95984,NA,NA,NA,NA,NA
95985,60,0,0,0,0
95986,NA,NA,NA,NA,NA
95987,200,25,0,0,0
95988,428,0,0,214,0
95989,75,0,20,60,0
95990,450,150,100,150,50
95991,1285,0,500,100,0
95992,100,10,10,0,0
95993,42,0,0,150,0
95994,999999,999999,999999,999999,999999
95995,500,0,0,0,0
95996,300,0,150,0,60
95997,150,50,50,200,100
95998,999999,999999,999999,999999,0
95999,450,0,150,100,128
96000,400,0,0,400,200
96001,NA,NA,NA,NA,NA
96002,450,75,0,100,50
96003,428,100,100,428,428
96004,NA,NA,NA,NA,NA
96005,500,100,300,140,0
96006,214,0,100,50,0
96007,150,0,50,10,0
96008,600,0,200,100,50
96009,300,0,250,250,200
96010,100,0,0,0,0
96011,300,85,150,428,0
96012,514,0,85,600,70
96013,728,0,0,60,0
96014,642,64,0,128,0
96015,375,0,85,30,0
96016,1000,300,0,40,0
96017,500,150,500,200,20
96018,800,0,50,400,100
96019,257,0,64,364,0
96020,257,42,25,0,0
96021,75,0,500,40,0
96022,300,0,128,150,0
96023,857,0,214,428,0
96024,NA,NA,NA,NA,NA
96025,NA,NA,NA,NA,NA
96026,428,85,42,214,214
96027,230,0,180,45,0
96028,1071,0,300,428,0
96029,857,0,428,257,0
96030,500,0,75,500,150
96031,200,0,200,250,0
96032,150,0,100,200,40
96033,192,13,0,0,0
96034,400,0,50,150,0
96035,170,60,120,80,40
96036,240,0,0,60,60
96037,317,0,0,0,30
96038,250,0,0,0,75
96039,500,0,100,120,25
96040,642,428,214,300,0
96041,50,15,15,10,0
96042,900,300,100,200,0
96043,428,42,0,642,428
96044,325,25,0,0,40
96045,500,50,0,85,0
96046,400,0,100,25,0
96047,NA,NA,NA,NA,NA
96048,125,0,0,0,0
96049,428,64,300,128,999999
96050,500,150,0,300,25
96051,300,0,300,100,30
96052,NA,NA,NA,NA,NA
96053,250,0,300,30,0
96054,500,150,428,200,150
96055,365,0,0,26,0
96056,642,0,514,342,55
96057,642,128,40,40,0
96058,557,128,0,0,0
96059,685,80,0,514,0
96060,857,0,214,150,0
96061,600,50,0,40,0
96062,200,0,450,200,40
96063,800,0,300,800,0
96064,300,0,0,400,50
96065,NA,NA,NA,NA,NA
96066,150,0,122,0,40
96067,500,150,20,40,0
96068,1500,300,0,300,0
96069,1500,0,500,200,0
96070,275,0,0,150,0
96071,214,0,100,50,0
96072,NA,NA,NA,NA,NA
96073,400,0,0,100,0
96074,1200,200,0,266,0
96075,800,0,0,20,30
96076,600,0,471,642,50
96077,128,30,0,20,0
96078,50,15,10,40,10
96079,171,0,42,214,0
96080,0,0,500,80,25
96081,500,0,200,200,200
96082,500,100,100,200,100
96083,500,50,50,214,25
96084,350,0,200,50,0
96085,200,0,100,214,128
96086,400,100,200,100,30
96087,300,0,50,300,0
96088,NA,NA,NA,NA,NA
96089,500,200,500,200,40
96090,400,30,0,0,0
96091,1285,0,85,257,0
96092,777777,777777,0,999999,0
96093,25,0,0,20,5
96094,642,60,110,171,35
96095,150,0,0,50,0
96096,514,214,0,128,0
96097,225,50,50,45,25
96098,200,0,120,128,0
96099,1285,0,857,999999,0
96100,999999,999999,999999,0,0
96101,200,0,0,0,36
96102,600,0,0,100,0
96103,NA,NA,NA,NA,NA
96104,NA,NA,NA,NA,NA
96105,400,0,0,40,0
96106,400,80,100,150,0
96107,150,15,0,40,0
96108,857,50,30,40,0
96109,600,0,120,30,0
96110,428,0,300,999999,300
96111,NA,NA,NA,NA,NA
96112,60,0,50,120,0
96113,800,0,0,214,85
96114,150,0,0,0,0
96115,300,100,0,0,0
96116,150,0,200,150,120
96117,700,0,100,200,0
96118,NA,NA,NA,NA,NA
96119,500,200,200,400,150
96120,630,0,200,0,0
96121,200,0,200,50,0
96122,250,0,214,0,0
96123,400,0,100,350,0
96124,200,0,0,0,0
96125,230,30,0,50,0
96126,330,0,0,70,0
96127,428,200,1100,300,0
96128,857,214,25,480,0
96129,120,0,100,0,0
96130,600,0,1000,400,128
96131,940,0,0,400,216
96132,350,0,100,150,0
96133,250,0,50,600,200
96134,1200,0,400,250,0
96135,250,30,225,80,50
96136,600,0,0,999999,999999
96137,500,0,9,90,0
96138,107,0,428,300,0
96139,100,0,0,50,0
96140,1028,32,0,999999,171
96141,1714,0,0,500,100
96142,0,0,1714,0,0
96143,428,128,428,0,0
96144,130,40,0,10,10
96145,250,75,0,1000,0
96146,500,200,200,200,0
96147,428,50,214,85,0
96148,400,0,0,257,40
96149,200,64,80,75,25
96150,214,64,85,128,42
96151,1000,214,300,400,100
96152,428,0,0,300,0
96153,857,214,214,250,0
96154,400,0,10,200,0
96155,NA,NA,NA,NA,NA
96156,750,0,0,1071,0
96157,400,30,100,200,0
96158,400,0,171,30,30
96159,100,0,0,0,20
96160,400,0,0,428,0
96161,500,0,200,0,0
96162,150,0,300,50,30
96163,300,0,200,100,0
96164,200,0,100,0,0
96165,600,80,0,0,0
96166,400,0,200,100,0
96167,NA,NA,NA,NA,NA
96168,700,200,25,400,0
96169,200,0,0,30,0
96170,400,50,300,100,0
96171,30,0,0,214,0
96172,300,100,100,170,0
96173,NA,NA,NA,NA,NA
96174,400,0,214,171,20
96175,350,0,90,200,40
96176,300,0,30,20,0
96177,325,0,25,0,0
96178,250,40,100,150,0
96179,400,30,0,200,20
96180,250,0,30,60,0
96181,120,60,0,6,0
96182,428,0,0,50,50
96183,300,0,0,30,30
96184,100,0,0,20,0
96185,500,20,40,150,30
96186,300,0,30,100,30
96187,857,0,128,0,0
96188,500,50,50,214,25
96189,300,0,150,400,0
96190,300,0,400,0,0
96191,500,0,200,0,0
96192,800,0,50,400,100
96193,500,120,65,50,50
96194,250,0,85,100,50
96195,200,0,0,0,0
96196,300,0,60,320,40
96197,1200,0,200,130,200
96198,300,0,128,85,0
96199,500,0,75,500,150
96200,354,0,0,0,0
96201,750,0,500,85,0
96202,450,0,200,214,60
96203,857,171,100,200,200
96204,300,0,30,10,0
96205,214,34,128,342,200
96206,200,0,857,428,100
96207,857,214,214,214,0
96208,1000,20,100,40,0
96209,700,0,250,0,0
96210,200,30,999999,60,0
96211,150,0,200,300,80
96212,0,0,200,60,20
96213,500,200,400,999999,100
96214,550,0,20,50,0
96215,600,0,0,100,0
96216,300,50,30,100,20
96217,500,30,200,80,20
96218,300,0,0,100,0
96219,450,0,100,150,50
96220,200,0,50,100,0
96221,400,0,600,50,30
96222,200,0,400,200,0
96223,250,0,30,20,20
96224,150,20,25,35,0
96225,857,0,0,0,0
96226,500,0,120,100,0
96227,200,30,100,200,60
96228,0,0,500,300,0
96229,642,0,0,0,0
96230,60,0,1000,400,0
96231,450,0,0,100,25
96232,500,100,200,200,50
96233,100,0,0,509,50
96234,600,0,200,300,100
96235,999999,999999,999999,999999,0
96236,115,0,60,85,10
96237,70,25,10,30,0
96238,500,0,0,100,107
96239,300,30,50,20,0
96240,350,0,100,100,50
96241,400,0,100,100,50
96242,72,0,7,0,20
96243,500,80,50,200,0
96244,857,171,100,200,200
96245,800,200,100,50,0
96246,428,0,364,100,0
96247,60,50,240,0,0
96248,700,0,400,200,100
96249,1000,120,60,999999,999999
96250,642,85,42,300,128
96251,642,0,214,100,0
96252,240,30,999999,999999,999999
96253,500,0,100,200,50
96254,300,85,150,428,0
96255,450,75,20,100,20
96256,800,0,80,200,0
96257,857,0,214,235,0
96258,1000,200,0,100,0
96259,250,50,125,100,40
96260,NA,NA,NA,NA,NA
96261,350,0,50,25,25
96262,NA,NA,NA,NA,NA
96263,1200,150,0,150,20
96264,214,0,214,150,42
96265,160,0,30,30,0
96266,240,0,0,0,60
96267,500,120,100,150,0
96268,800,200,0,240,0
96269,685,80,0,514,0
96270,642,0,214,214,171
96271,428,0,50,107,0
96272,300,0,700,100,80
96273,300,0,400,200,100
96274,300,0,0,200,0
96275,857,21,0,720,30
96276,42,9,0,22,0
96277,800,0,128,171,0
96278,NA,NA,NA,NA,NA
96279,500,0,0,100,0
96280,250,60,50,128,85
96281,100,0,1200,100,0
96282,642,0,100,150,25
96283,500,100,50,200,20
96284,800,200,50,100,0
96285,171,0,0,25,35
96286,642,0,200,80,30
96287,80,0,100,40,20
96288,214,0,214,150,50
96289,400,0,0,0,0
96290,350,0,80,214,30
96291,750,0,185,57,28
96292,500,30,60,192,80
96293,350,0,0,100,0
96294,200,0,300,1071,64
96295,500,0,300,40,0
96296,400,100,20,0,0
96297,500,75,400,428,100
96298,1000,0,100,37,0
96299,500,0,50,20,0
96300,642,0,214,50,0
96301,80,0,0,300,100
96302,300,72,0,64,0
96303,NA,NA,NA,NA,NA
96304,214,0,100,750,21
96305,642,0,0,120,0
96306,200,30,50,50,0
96307,428,0,50,0,0
96308,250,0,50,0,0
96309,200,0,0,857,75
96310,200,0,250,75,0
96311,400,60,0,75,0
96312,500,100,0,150,0
96313,600,0,300,50,0
96314,800,0,0,30,0
96315,578,100,80,30,0
96316,200,35,85,15,0
96317,300,0,300,100,0
96318,750,0,500,85,0
96319,25,0,0,30,20
96320,300,0,30,10,0
96321,400,25,0,10,0
96322,0,0,900,160,0
96323,1000,0,400,200,50
96324,600,0,200,250,0
96325,100,0,300,428,50
96326,300,50,50,25,0
96327,800,0,0,200,0
96328,200,0,50,100,0
96329,1500,0,50,70,6
96330,600,0,200,0,0
96331,NA,NA,NA,NA,NA
96332,1100,0,0,100,20
96333,428,0,214,0,0
96334,500,0,100,150,50
96335,200,20,40,160,10
96336,300,0,250,200,0
96337,214,0,75,999999,128
96338,428,0,180,80,0
96339,171,0,21,25,0
96340,300,0,75,200,50
96341,0,0,900,160,0
96342,NA,NA,NA,NA,NA
96343,NA,NA,NA,NA,NA
96344,428,171,0,0,0
96345,300,0,150,200,20
96346,800,0,0,0,0
96347,120,0,200,0,25
96348,0,0,275,0,0
96349,100,25,15,85,0
96350,1285,0,0,0,0
96351,557,0,0,400,0
96352,200,75,70,42,28
96353,514,0,128,130,0
96354,900,0,0,25,0
96355,1714,0,0,0,0
96356,300,0,100,300,0
96357,150,0,300,50,75
96358,150,50,200,128,0
96359,258,0,65,30,0
96360,100,0,0,50,0
96361,120,0,200,0,25
96362,500,0,100,214,40
96363,400,0,0,150,70
96364,600,0,200,50,60
96365,200,0,0,85,0
96366,250,50,0,20,0
96367,100,20,60,0,0
96368,200,0,30,50,0
96369,1500,300,0,300,0
96370,428,42,85,321,0
96371,400,0,100,428,171
96372,400,0,100,50,50
96373,200,50,42,30,0
96374,800,0,200,0,0
96375,100,0,140,100,100
96376,642,0,500,200,50
96377,300,0,0,0,0
96378,250,0,400,100,50
96379,500,150,150,428,0
96380,400,0,200,80,50
96381,100,0,400,200,30
96382,250,85,64,150,30
96383,857,0,140,857,171
96384,857,150,0,999999,50
96385,NA,NA,NA,NA,NA
96386,214,85,85,64,0
96387,300,0,30,20,0
96388,1028,0,857,60,30
96389,750,192,42,0,0
96390,150,0,200,80,0
96391,514,0,0,0,50
96392,257,85,150,200,0
96393,400,10,240,80,15
96394,150,0,150,100,50
96395,300,0,60,320,40
96396,500,0,500,200,100
96397,500,50,600,300,0
96398,250,0,0,200,30
96399,600,25,50,100,100
96400,200,120,85,240,0
96401,740,0,100,0,0
96402,NA,NA,NA,NA,NA
96403,514,0,428,50,0
96404,600,30,150,150,42
96405,428,0,0,999999,0
96406,160,0,50,27,10
96407,300,0,200,50,100
96408,150,107,50,250,50
96409,342,0,171,0,257
96410,20,0,500,9,40
96411,257,0,20,50,15
96412,642,0,350,1000,0
96413,1000,0,400,250,0
96414,NA,NA,NA,NA,NA
96415,600,50,200,257,20
96416,500,0,0,100,0
96417,400,0,200,150,50
96418,642,50,214,300,20
96419,100,999999,250,999999,999999
96420,300,60,150,300,100
96421,1071,107,214,257,0
96422,857,0,857,0,0
96423,428,0,642,30,0
96424,350,0,100,100,0
96425,460,0,0,90,12
96426,999999,999999,999999,35,0
96427,3000,400,600,999999,999999
96428,200,50,300,100,0
96429,375,0,0,0,0
96430,300,0,0,100,20
96431,400,0,0,200,0
96432,400,75,100,642,0
96433,500,0,200,0,35
96434,50,0,600,200,0
96435,500,50,0,45,20
96436,700,0,100,50,0
96437,500,0,0,200,0
96438,514,60,0,999999,30
96439,400,100,600,428,85
96440,160,60,50,32,25
96441,400,0,214,171,20
96442,600,0,30,400,100
96443,857,0,0,214,0
96444,150,0,100,100,171
96445,1000,200,300,400,75
96446,350,50,0,30,0
96447,750,0,0,0,0
96448,400,50,0,857,0
96449,400,0,0,20,20
96450,284,0,20,6,0
96451,999999,999999,999999,0,0
96452,400,30,100,200,0
96453,350,0,150,250,150
96454,500,0,100,200,50
96455,500,200,100,500,100
96456,642,50,0,60,0
96457,100,25,75,75,0
96458,700,0,40,40,0
96459,350,0,150,999999,0
96460,150,0,300,428,20
96461,600,150,200,50,40
96462,165,999999,80,0,0
96463,600,200,300,300,0
96464,NA,NA,NA,NA,NA
96465,500,0,428,200,50
96466,200,0,0,50,50
96467,0,0,400,128,20
96468,400,200,150,60,0
96469,428,0,428,428,0
96470,600,0,50,60,0
96471,400,0,0,200,0
96472,700,50,64,0,0
96473,214,25,100,171,0
96474,250,0,50,514,250
96475,400,0,100,0,0
96476,342,0,214,642,0
96477,428,25,214,0,0
96478,428,0,364,100,0
96479,200,50,400,160,0
96480,480,85,85,0,0
96481,150,0,300,428,20
96482,300,0,300,150,150
96483,1000,0,400,200,50
96484,NA,NA,NA,NA,NA
96485,350,100,250,250,50
96486,100,20,50,0,0
96487,70,0,85,642,30
96488,450,250,0,0,0
96489,400,100,130,244,128
96490,300,0,30,340,70
96491,250,0,0,0,0
96492,999999,999999,0,0,0
96493,400,0,107,100,75
96494,0,0,400,30,30
96495,300,50,0,200,0
96496,380,0,25,0,0
96497,800,200,0,50,0
96498,500,0,200,100,0
96499,250,20,80,50,0
96500,NA,NA,NA,NA,NA
96501,535,40,428,0,0
96502,25,0,130,30,0
96503,NA,NA,NA,NA,NA
96504,600,0,85,50,0
96505,500,50,342,214,171
96506,385,85,70,100,0
96507,500,0,100,50,0
96508,857,0,214,171,42
96509,0,0,600,428,0
96510,400,0,0,200,0
96511,70,0,5,100,100
96512,200,0,125,100,50
96513,100,40,0,60,0
96514,257,64,0,10,750
96515,380,120,0,107,0
96516,50,10,10,85,0
96517,214,0,60,85,64
96518,557,0,0,128,0
96519,300,0,400,200,40
96520,500,0,200,40,0
96521,0,0,257,0,0
96522,857,128,150,535,0
96523,150,0,300,171,999999
96524,800,0,642,214,342
96525,300,0,50,0,40
96526,214,0,20,200,100
96527,500,0,0,400,50
96528,100,0,1200,100,0
96529,300,0,150,0,0
96530,250,0,85,100,50
96531,1000,0,0,400,30
96532,600,0,30,150,0
96533,300,50,0,40,20
96534,NA,NA,NA,NA,NA
96535,1000,100,100,100,100
96536,500,0,100,50,0
96537,428,0,42,42,0
96538,999999,999999,999999,999999,999999
96539,700,50,0,220,0
96540,171,0,128,428,0
96541,NA,NA,NA,NA,NA
96542,150,20,800,300,600
96543,250,0,200,600,50
96544,600,200,100,100,0
96545,728,0,150,130,80
96546,800,100,0,200,100
96547,857,0,400,428,60
96548,600,0,0,100,50
96549,500,100,0,40,0
96550,1000,300,0,200,0
96551,750,0,171,342,0
96552,300,0,0,50,50
96553,340,30,70,40,0
96554,200,0,30,50,30
96555,500,0,200,200,50
96556,200,0,400,200,200
96557,200,0,0,50,50
96558,500,100,20,100,100
96559,NA,NA,NA,NA,NA
96560,60,25,0,60,0
96561,200,0,100,50,50
96562,500,0,100,200,0
96563,400,0,100,60,0
96564,250,0,0,10,0
96565,1500,0,250,150,0
96566,30,0,0,120,0
96567,857,214,214,250,0
96568,428,64,40,85,0
96569,160,0,150,50,14
96570,500,100,0,140,35
96571,857,428,999999,70,28
96572,650,0,0,100,0
96573,0,0,1285,857,171
96574,300,50,100,75,40
96575,1000,0,300,200,0
96576,250,0,100,50,0
96577,1200,0,999999,999999,999999
96578,857,0,140,857,171
96579,80,0,400,100,40
96580,320,100,0,150,0
96581,250,0,400,100,50
96582,200,0,0,0,0
96583,200,20,0,20,0
96584,150,0,0,80,0
96585,1071,0,42,0,0
96586,840,0,0,100,0
96587,128,0,0,100,150
96588,214,0,1500,100,0
96589,600,0,300,400,50
96590,642,0,428,642,171
96591,600,0,0,100,0
96592,400,50,0,1050,0
96593,300,0,400,400,0
96594,300,60,100,20,0
96595,200,30,0,100,0
96596,600,0,400,150,60
96597,460,50,150,160,100
96598,150,40,0,0,0
96599,400,0,0,60,0
96600,200,0,200,300,428
96601,200,0,50,100,0
96602,107,0,0,20,10
96603,400,171,300,200,50
96604,60,0,400,100,0
96605,235,0,64,100,22
96606,250,0,150,50,0
96607,535,0,0,35,0
96608,500,200,150,80,0
96609,NA,NA,NA,NA,NA
96610,642,0,214,100,0
96611,350,0,100,100,0
96612,500,0,150,200,60
96613,500,75,250,0,45
96614,342,0,0,40,50
96615,857,0,150,171,0
96616,1285,857,857,100,0
96617,1200,300,0,600,0
96618,0,0,500,80,25
96619,100,0,200,50,100
96620,428,0,64,0,40
96621,NA,NA,NA,NA,NA
96622,350,0,125,100,100
96623,64,0,364,85,85
96624,300,0,200,428,50
96625,200,0,250,75,0
96626,400,50,200,100,0
96627,40,0,200,20,0
96628,150,0,300,50,30
96629,200,0,75,30,30
96630,1071,0,0,100,214
96631,150,10,50,100,0
96632,NA,NA,NA,NA,NA
96633,100,40,0,0,0
96634,400,100,130,244,128
96635,1100,0,0,857,0
96636,214,0,75,999999,128
96637,500,0,200,214,0
96638,500,0,107,50,0
96639,535,0,171,30,0
96640,200,0,160,50,30
96641,125,0,0,0,0
96642,1285,0,50,214,0
96643,642,0,0,20,20
96644,NA,NA,NA,NA,NA
96645,NA,NA,NA,NA,NA
96646,350,0,150,250,150
96647,200,0,0,128,0
96648,NA,NA,NA,NA,NA
96649,400,0,0,100,0
96650,50,0,350,70,0
96651,225,50,42,50,30
96652,175,0,125,60,20
96653,200,0,0,150,0
96654,300,0,25,60,0
96655,857,50,30,40,0
96656,642,128,857,0,0
96657,400,0,0,100,0
96658,NA,NA,NA,NA,NA
96659,50,0,400,75,50
96660,400,60,50,200,0
96661,0,0,200,400,50
96662,535,107,0,75,0
96663,300,50,100,100,50
96664,85,0,0,90,0
96665,350,0,120,100,20
96666,428,100,100,428,428
96667,128,0,0,0,999999
96668,514,128,85,60,40
96669,600,100,0,100,100
96670,200,0,400,100,0
96671,100,0,400,200,30
96672,300,50,100,150,0
96673,354,0,0,0,0
96674,535,64,85,128,85
96675,300,60,100,20,0
96676,107,42,321,22,10
96677,500,20,40,150,30
96678,0,0,373,50,0
96679,642,0,0,128,0
96680,400,0,200,300,0
96681,500,0,250,300,0
96682,1285,214,0,150,100
96683,600,0,200,150,0
96684,NA,NA,NA,NA,NA
96685,500,0,107,200,100
96686,857,171,0,70,0
96687,NA,NA,NA,NA,NA
96688,100,30,50,230,0
96689,650,0,0,0,0
96690,857,0,128,171,30
96691,NA,NA,NA,NA,NA
96692,214,0,15,450,0
96693,257,0,400,100,20
96694,50,0,200,107,0
96695,550,0,500,100,0
96696,300,0,170,0,50
96697,200,0,350,100,40
96698,428,0,100,214,128
96699,250,20,0,0,0
96700,500,50,342,214,171
96701,600,0,180,120,0
96702,NA,NA,NA,NA,NA
96703,428,85,50,40,0
96704,150,50,60,0,30
96705,600,0,250,1000,0
96706,300,0,0,80,60
96707,642,0,200,0,40
96708,90,15,400,65,50
96709,1200,200,150,100,100
96710,60,0,30,25,0
96711,540,0,30,100,0
96712,200,0,50,128,0
96713,NA,NA,NA,NA,NA
96714,500,100,100,500,50
96715,450,0,100,150,50
96716,500,80,0,160,0
96717,400,0,50,50,20
96718,30,15,0,40,18
96719,428,0,200,200,100
96720,150,0,50,75,0
96721,450,75,225,857,100
96722,200,25,100,100,25
96723,350,0,0,0,0
96724,200,0,100,214,128
96725,685,0,771,1071,0
96726,0,0,200,0,10
96727,1457,0,0,0,0
96728,700,0,300,60,0
96729,400,0,100,428,171
96730,857,0,140,0,0
96731,857,0,85,557,85
96732,250,20,0,125,85
96733,1714,214,0,10,999999
96734,600,0,200,300,100
96735,500,0,0,120,60
96736,200,0,50,200,100
96737,500,100,0,320,0
96738,500,50,0,85,0
96739,NA,NA,NA,NA,NA
96740,400,0,200,200,100
96741,1285,0,100,150,50
96742,600,0,600,100,0
96743,500,0,150,100,0
96744,450,75,0,100,50
96745,300,0,100,70,0
96746,600,0,0,428,214
96747,428,85,100,200,200
96748,557,0,0,128,0
96749,400,75,0,50,0
96750,150,0,30,15,0
96751,300,0,428,40,0
96752,120,45,80,128,60
96753,160,0,70,50,50
96754,999999,999999,100,214,0
96755,NA,NA,NA,NA,NA
96756,400,0,100,25,0
96757,500,0,200,0,0
96758,142,20,0,0,0
96759,NA,NA,NA,NA,NA
96760,428,0,300,100,30
96761,0,0,1200,700,150
96762,282,68,85,700,100
96763,600,20,0,400,80
96764,500,0,428,400,200
96765,500,0,200,40,0
96766,300,100,30,0,100
96767,0,0,900,160,0
96768,0,0,60,120,30
96769,200,100,0,50,0
96770,0,0,428,75,0
96771,257,150,428,0,0
96772,428,0,0,90,0
96773,300,0,100,0,20
96774,100,0,300,107,0
96775,NA,NA,NA,NA,NA
96776,857,214,200,50,0
96777,NA,NA,NA,NA,NA
96778,550,40,250,125,40
96779,600,0,428,0,0
96780,750,200,200,0,150
96781,300,40,300,200,0
96782,1000,0,1285,700,500
96783,428,21,342,100,0
96784,400,0,0,0,0
96785,428,0,60,40,0
96786,150,0,0,50,0
96787,150,25,0,30,0
96788,300,0,50,25,40
96789,999999,999999,999999,0,0
96790,700,0,150,75,30
96791,428,0,100,0,100
96792,35,0,60,15,0
96793,350,0,100,200,20
96794,428,0,214,428,257
96795,0,0,500,165,25
96796,NA,NA,NA,NA,NA
96797,300,0,300,180,150
96798,80,0,0,35,40
96799,700,0,0,150,0
96800,400,0,100,20,0
96801,500,0,200,150,50
96802,NA,NA,NA,NA,NA
96803,200,0,70,30,0
96804,250,40,0,0,16
96805,857,0,428,999999,428
96806,250,0,400,100,50
96807,600,0,0,428,0
96808,500,0,50,20,0
96809,160,0,0,0,0
96810,250,0,350,100,50
96811,1000,0,200,100,0
96812,300,50,0,50,0
96813,600,350,100,170,0
96814,800,0,257,642,171
96815,150,0,50,300,50
96816,200,100,300,70,120
96817,450,0,0,200,0
96818,543,0,128,214,60
96819,0,0,1200,700,150
96820,250,20,25,30,0
96821,300,0,100,50,0
96822,0,0,200,100,20
96823,428,0,300,642,171
96824,1714,214,428,428,0
96825,0,0,200,214,0
96826,500,0,200,128,0
96827,800,100,260,230,20
96828,400,0,130,250,60
96829,NA,NA,NA,NA,NA
96830,500,50,150,100,50
96831,700,0,300,60,0
96832,128,0,107,25,107
96833,350,0,0,100,0
96834,25,0,50,30,25
96835,20,0,300,40,0
96836,300,0,400,200,40
96837,300,150,100,200,50
96838,100,0,100,100,50
96839,800,171,200,600,100
96840,857,214,100,0,214
96841,350,25,0,100,18
96842,350,20,25,30,0
96843,557,0,0,128,0
96844,200,0,200,100,0
96845,800,0,0,0,0
96846,400,0,120,200,0
96847,400,200,0,300,200
96848,350,0,100,50,0
96849,720,0,200,0,0
96850,325,0,25,0,0
96851,1285,200,300,857,0
96852,400,80,300,85,85
96853,200,0,0,40,0
96854,200,40,80,30,0
96855,400,100,300,0,30
96856,NA,NA,NA,NA,NA
96857,1200,50,0,400,0
96858,428,0,100,0,0
96859,350,0,0,0,0
96860,300,50,0,300,20
96861,500,100,100,428,200
96862,250,20,0,125,85
96863,500,100,150,300,0
96864,250,0,250,100,0
96865,900,200,300,300,0
96866,500,20,100,400,0
96867,600,0,0,200,0
96868,642,0,100,150,25
96869,428,0,200,200,100
96870,1071,85,128,50,50
96871,100,50,300,100,0
96872,NA,NA,NA,NA,NA
96873,NA,NA,NA,NA,NA
96874,400,70,0,321,0
96875,170,50,60,40,20
96876,200,128,0,50,0
96877,150,25,40,25,0
96878,100,0,0,50,0
96879,200,30,30,200,50
96880,300,0,200,42,0
96881,200,128,0,50,0
96882,230,0,175,999999,0
96883,1071,0,240,40,0
96884,500,0,0,642,107
96885,700,300,500,400,0
96886,800,100,100,321,75
96887,100,0,0,0,0
96888,640,0,200,100,50
96889,800,0,350,250,0
96890,300,25,50,20,0
96891,200,50,64,100,30
96892,50,10,30,15,10
96893,500,65,0,171,154
96894,400,0,150,0,0
96895,257,0,171,342,0
96896,300,0,200,340,0
96897,700,200,25,400,0
96898,600,0,50,342,80
96899,350,0,35,25,5
96900,514,85,120,85,0
96901,400,30,100,200,0
96902,25,16,175,60,0
96903,200,0,600,100,0
96904,175,0,0,50,0
96905,400,0,0,200,0
96906,300,20,60,40,20
96907,942,214,100,214,100
96908,200,0,100,65,0
96909,NA,NA,NA,NA,NA
96910,8400,0,0,400,35
96911,642,0,85,428,0
96912,225,50,125,514,0
96913,150,0,300,125,50
96914,1200,200,200,400,120
96915,500,200,200,400,150
