"seqn","cbd071","cbd091","cbd111","cbd121","cbd131"
100694,200,0,300,200,0
100695,300,75,200,400,0
100696,278,0,128,192,0
100697,100,30,40,171,0
100698,400,0,0,100,0
100699,100,0,20,999999,0
100700,428,0,300,200,80
100701,500,0,0,400,50
100702,999999,999999,100,214,0
100703,1500,0,1071,857,257
100704,600,50,300,800,0
100705,300,50,0,50,0
100706,300,100,100,60,12
100707,500,100,100,200,100
100708,800,0,400,42,0
100709,400,0,75,50,0
100710,NA,NA,NA,NA,NA
100711,700,100,0,200,0
100712,300,0,0,50,20
100713,1000,0,128,107,0
100714,750,0,0,65,90
100715,0,0,175,0,0
100716,200,0,50,107,0
100717,350,0,0,20,0
100718,NA,NA,NA,NA,NA
100719,100,20,20,21,10
100720,400,0,100,100,0
100721,400,0,400,300,200
100722,800,200,100,85,85
100723,250,0,100,0,0
100724,642,0,257,128,0
100725,857,20,85,500,0
100726,350,50,100,200,50
100727,700,0,200,50,0
100728,300,30,42,0,0
100729,500,0,20,30,10
100730,350,75,250,60,20
100731,700,0,350,200,0
100732,300,0,200,100,0
100733,400,0,60,400,200
100734,514,42,0,100,0
100735,600,12,20,60,0
100736,1000,0,200,250,0
100737,NA,NA,NA,NA,NA
100738,342,85,0,128,0
100739,0,0,400,30,90
100740,200,0,300,1071,64
100741,600,200,0,450,0
100742,150,80,70,200,20
100743,800,0,80,200,0
100744,400,0,40,0,0
100745,857,0,214,214,0
100746,642,0,214,100,0
100747,428,0,300,642,171
100748,300,50,50,75,0
100749,600,100,0,100,100
100750,650,100,200,0,15
100751,428,85,85,342,85
100752,500,0,0,800,0
100753,800,0,150,214,0
100754,300,100,428,50,50
100755,300,50,40,80,60
100756,400,35,857,40,0
100757,200,0,0,200,200
100758,1000,0,200,250,0
100759,0,0,500,200,50
100760,300,0,50,80,20
100761,300,50,50,642,40
100762,642,128,428,214,128
100763,800,100,100,350,0
100764,400,100,100,200,0
100765,0,0,500,100,0
100766,500,0,200,40,0
100767,150,0,280,20,0
100768,428,0,642,30,0
100769,750,0,171,342,0
100770,0,0,200,100,40
100771,150,60,50,0,0
100772,642,0,257,128,0
100773,500,50,0,200,0
100774,857,0,1285,150,60
100775,214,0,107,214,42
100776,253,0,100,100,30
100777,800,100,125,125,0
100778,250,50,50,100,50
100779,250,0,50,0,20
100780,400,0,100,100,0
100781,400,80,300,85,85
100782,300,50,0,10,0
100783,240,0,0,0,60
100784,NA,NA,NA,NA,NA
100785,1200,300,0,600,0
100786,1000,0,0,60,0
100787,300,30,50,20,0
100788,642,0,0,150,0
100789,500,0,100,100,50
100790,300,50,0,999999,100
100791,400,0,100,20,0
100792,260,0,0,30,0
100793,642,0,257,128,0
100794,20,0,500,9,40
100795,800,0,0,100,0
100796,1285,171,300,642,171
100797,250,40,0,25,0
100798,600,0,0,0,0
100799,NA,NA,NA,NA,NA
100800,400,0,200,150,20
100801,600,0,0,200,0
100802,270,30,150,115,20
100803,1500,0,1071,857,257
100804,1285,0,500,100,0
100805,500,100,0,30,0
100806,428,0,0,10,0
100807,400,200,200,50,20
100808,740,0,100,0,0
100809,700,0,150,20,10
100810,300,50,0,50,0
100811,500,0,150,300,0
100812,514,128,128,0,171
100813,400,40,20,171,0
100814,400,0,0,50,0
100815,190,0,35,85,0
100816,600,0,50,60,0
100817,75,30,42,30,0
100818,500,100,321,75,0
100819,300,0,400,200,40
100820,NA,NA,NA,NA,NA
100821,200,25,514,128,85
100822,900,50,260,0,0
100823,700,100,0,200,0
100824,550,0,0,0,0
100825,NA,NA,NA,NA,NA
100826,680,0,150,50,38
100827,642,0,0,500,0
100828,200,0,100,214,128
100829,550,100,60,400,30
100830,600,100,0,200,40
100831,300,0,200,0,0
100832,0,0,600,100,0
100833,800,0,50,300,0
100834,150,0,75,50,0
100835,642,0,1285,428,171
100836,400,50,120,150,22
100837,214,30,35,60,0
100838,0,0,300,200,0
100839,400,0,200,0,0
100840,300,0,0,65,0
100841,600,50,300,800,0
100842,1100,200,500,100,60
100843,450,20,0,100,0
100844,257,0,0,128,0
100845,NA,NA,NA,NA,NA
100846,400,100,70,200,50
100847,200,0,30,100,20
100848,642,0,100,250,50
100849,400,0,100,50,50
100850,800,0,0,20,30
100851,300,20,60,40,20
100852,489,0,50,0,0
100853,750,150,300,500,75
100854,0,0,600,200,0
100855,500,0,50,20,0
100856,300,50,0,100,0
100857,535,42,300,171,15
100858,857,0,1285,150,60
100859,150,0,200,150,0
100860,740,0,100,0,0
100861,400,30,0,400,0
100862,350,100,100,70,50
100863,857,0,214,257,30
100864,200,0,0,40,0
100865,400,100,50,20,20
100866,600,0,0,200,0
100867,200,0,0,50,80
100868,642,128,857,0,0
100869,800,130,25,250,60
100870,600,0,60,40,0
100871,580,0,0,100,50
100872,190,0,35,85,0
100873,428,0,300,100,30
100874,500,0,214,150,20
100875,350,20,30,100,0
100876,270,0,100,100,60
100877,350,112,70,75,35
100878,700,0,0,25,0
100879,240,40,35,70,40
100880,350,50,100,100,0
100881,0,0,400,20,15
100882,500,150,150,428,0
100883,1000,0,85,0,214
100884,500,75,200,100,30
100885,300,0,300,100,30
100886,250,25,0,30,0
100887,100,20,150,107,150
100888,1457,0,90,180,0
100889,1071,124,0,800,950
100890,100,0,30,0,0
100891,1500,0,50,70,6
100892,300,75,100,150,0
100893,342,85,0,128,0
100894,2000,0,0,200,0
100895,300,0,200,0,0
100896,600,0,0,428,0
100897,350,60,120,171,0
100898,NA,NA,NA,NA,NA
100899,300,0,100,500,0
100900,250,0,200,400,100
100901,500,0,100,200,50
100902,200,0,400,300,0
100903,300,0,150,300,50
100904,500,85,400,200,50
100905,400,85,0,700,0
100906,500,100,0,200,0
100907,535,100,150,100,50
100908,800,0,0,200,0
100909,250,0,0,40,0
100910,300,80,0,100,50
100911,250,30,0,45,0
100912,750,0,0,1071,0
100913,80,0,5,100,13
100914,NA,NA,NA,NA,NA
100915,500,80,0,100,50
100916,NA,NA,NA,NA,NA
100917,728,60,428,214,30
100918,50,24,150,85,64
100919,214,10,85,50,0
100920,200,40,50,40,20
100921,0,0,600,200,0
100922,500,0,400,200,171
100923,350,0,150,250,150
100924,300,0,200,300,125
100925,300,42,20,80,20
100926,642,0,0,40,0
100927,0,0,260,50,0
100928,428,0,85,200,20
100929,400,0,150,200,500
100930,89,0,190,40,20
100931,350,50,100,50,30
100932,0,0,250,0,0
100933,500,0,0,100,0
100934,400,0,0,50,0
100935,200,0,0,128,0
100936,171,0,0,0,0
100937,857,50,30,40,0
100938,857,0,0,0,0
100939,800,0,0,60,50
100940,800,0,200,150,0
100941,150,50,0,0,0
100942,NA,NA,NA,NA,NA
100943,999999,999999,999999,999999,0
100944,300,0,200,150,0
100945,700,0,400,100,30
100946,600,100,500,128,0
100947,NA,NA,NA,NA,NA
100948,450,50,250,25,0
100949,600,75,300,200,100
100950,200,0,0,0,0
100951,400,4,0,0,0
100952,300,200,300,300,20
100953,700,0,400,600,50
100954,428,0,342,0,171
100955,65,0,20,0,0
100956,700,50,300,350,150
100957,150,0,650,0,0
100958,200,30,100,0,30
100959,475,0,0,20,0
100960,800,0,50,300,0
100961,600,0,300,300,0
100962,NA,NA,NA,NA,NA
100963,428,0,40,15,25
100964,600,0,300,200,40
100965,500,0,20,150,0
100966,600,100,0,100,0
100967,550,40,100,250,0
100968,250,100,100,120,50
100969,350,100,50,20,0
100970,400,0,100,214,0
100971,384,50,15,87,0
100972,200,35,100,85,42
100973,350,0,50,25,25
100974,214,42,30,35,0
100975,1285,0,500,250,0
100976,600,0,50,25,0
100977,NA,NA,NA,NA,NA
100978,0,0,1000,0,29
100979,NA,NA,NA,NA,NA
100980,NA,NA,NA,NA,NA
100981,2142,0,857,428,0
100982,800,0,50,300,0
100983,300,0,150,300,50
100984,200,40,0,60,60
100985,428,0,300,642,171
100986,514,0,999999,428,0
100987,200,0,450,100,0
100988,777777,777777,777777,777777,777777
100989,1000,0,400,250,0
100990,800,0,214,100,25
100991,400,50,70,100,30
100992,942,0,257,999999,0
100993,NA,NA,NA,NA,NA
100994,1285,0,300,100,60
100995,210,10,0,50,50
100996,0,0,1285,857,171
100997,160,0,0,25,0
100998,200,75,100,300,50
100999,100,0,300,60,20
101000,800,200,0,132,10
101001,300,0,250,100,0
101002,30,0,100,128,20
101003,200,0,0,0,0
101004,100,25,0,100,50
101005,300,0,150,85,0
101006,500,0,40,300,30
101007,300,100,0,40,0
101008,0,0,1200,700,150
101009,1500,0,250,150,0
101010,214,0,0,35,0
101011,100,0,400,500,200
101012,1071,0,642,428,400
101013,250,30,214,70,0
101014,500,214,0,0,0
101015,214,30,64,3,0
101016,200,200,400,150,0
101017,150,0,150,60,0
101018,642,171,0,257,15
101019,257,0,64,0,0
101020,300,0,150,0,150
101021,225,30,110,30,0
101022,130,0,30,0,60
101023,750,125,125,1000,50
101024,300,20,0,0,40
101025,200,40,150,1000,200
101026,1285,0,85,257,0
101027,0,0,300,0,10
101028,250,0,0,80,0
101029,642,128,0,214,0
101030,500,0,0,214,0
101031,400,0,0,1000,0
101032,400,0,100,300,100
101033,100,0,40,0,30
101034,0,0,400,128,20
101035,600,0,0,300,0
101036,300,50,30,100,20
101037,600,80,25,10,35
101038,400,100,100,300,100
101039,250,0,50,80,75
101040,0,0,170,4,0
101041,728,0,0,60,0
101042,500,0,200,150,0
101043,999999,999999,999999,50,0
101044,1100,0,0,100,20
101045,428,0,0,250,50
101046,50,0,0,0,0
101047,557,128,0,0,0
101048,500,0,0,200,0
101049,60,0,0,0,0
101050,300,0,0,200,0
101051,275,50,125,50,0
101052,777777,777777,999999,999999,999999
101053,150,115,450,200,60
101054,777777,777777,0,999999,0
101055,300,0,0,100,0
101056,214,0,0,42,0
101057,642,0,107,100,50
101058,800,85,0,0,30
101059,600,100,200,100,0
101060,300,100,150,100,0
101061,NA,NA,NA,NA,NA
101062,428,0,1285,64,0
101063,200,60,0,10,0
101064,200,0,128,30,50
101065,857,400,300,400,0
101066,450,100,100,214,107
101067,400,200,0,300,200
101068,700,200,200,1285,200
101069,250,0,200,100,40
101070,500,0,500,200,100
101071,642,0,0,128,0
101072,428,42,85,0,0
101073,1285,0,500,250,0
101074,200,0,20,50,20
101075,857,0,857,500,0
101076,200,0,30,50,20
101077,600,0,40,100,50
101078,100,20,0,9,0
101079,300,0,100,50,0
101080,1000,200,200,500,0
101081,250,0,200,999999,0
101082,500,200,200,200,0
101083,500,50,600,300,0
101084,800,100,260,230,20
101085,400,50,200,70,0
101086,250,80,200,100,50
101087,1000,0,200,200,53
101088,428,20,30,100,0
101089,857,0,400,100,200
101090,800,0,80,200,0
101091,150,0,60,30,80
101092,250,0,200,100,40
101093,300,50,0,0,0
101094,500,0,100,150,50
101095,400,0,200,0,0
101096,1071,0,642,428,0
101097,1071,0,0,100,214
101098,642,107,128,321,0
101099,0,0,300,0,0
101100,342,0,214,642,0
101101,642,0,257,250,0
101102,125,35,0,0,0
101103,200,40,60,60,20
101104,400,0,150,257,107
101105,NA,NA,NA,NA,NA
101106,100,0,500,100,30
101107,600,0,0,0,0
101108,200,25,50,100,40
101109,35,0,115,50,0
101110,1400,550,0,800,100
101111,400,0,150,200,500
101112,500,100,100,200,0
101113,200,999999,200,200,0
101114,2500,500,250,3000,0
101115,400,0,200,60,0
101116,300,0,300,100,0
101117,500,0,300,214,85
101118,450,150,200,200,0
101119,250,0,40,40,30
101120,200,10,25,0,0
101121,330,0,0,70,0
101122,500,0,150,50,20
101123,100,0,100,40,0
101124,289,50,0,70,20
101125,400,80,500,200,200
101126,400,0,0,50,0
101127,200,0,30,10,20
101128,428,0,428,154,0
101129,100,100,500,100,0
101130,400,0,400,200,20
101131,900,200,300,0,20
101132,500,0,200,80,0
101133,700,0,0,100,0
101134,150,30,0,300,0
101135,400,0,200,60,50
101136,80,42,42,171,0
101137,500,100,214,642,214
101138,857,0,0,300,0
101139,800,0,50,400,0
101140,250,20,80,50,0
101141,128,0,107,25,107
101142,300,100,50,100,30
101143,250,12,0,75,0
101144,500,0,100,100,30
101145,300,12,400,300,20
101146,600,0,500,200,0
101147,999999,999999,0,0,0
101148,240,0,0,0,0
101149,0,0,200,0,0
101150,600,200,250,0,0
101151,600,999999,999999,300,999999
101152,1285,0,300,100,60
101153,600,0,400,200,200
101154,857,0,999999,999999,999999
101155,852,214,0,0,0
101156,2000,250,500,1500,250
101157,857,0,1285,150,60
101158,600,0,150,75,0
101159,321,45,150,130,75
101160,400,100,50,300,50
101161,NA,NA,NA,NA,NA
101162,550,0,70,100,0
101163,100,0,0,20,64
101164,800,0,100,800,0
101165,NA,NA,NA,NA,NA
101166,999999,999999,42,400,0
101167,342,42,200,300,80
101168,0,0,120,250,64
101169,32,0,0,4,12
101170,642,128,400,514,50
101171,NA,NA,NA,NA,NA
101172,NA,NA,NA,NA,NA
101173,400,10,80,0,100
101174,428,64,30,999999,40
101175,0,0,0,300,0
101176,NA,NA,NA,NA,NA
101177,0,0,800,0,0
101178,200,0,0,30,20
101179,642,50,10,40,40
101180,350,10,50,0,0
101181,150,0,300,171,999999
101182,400,0,150,257,107
101183,250,0,200,150,0
101184,450,0,150,120,50
101185,400,100,100,200,50
101186,642,0,642,857,128
101187,400,100,200,400,0
101188,100,0,0,171,0
101189,428,85,0,214,107
101190,685,0,771,1071,0
101191,300,0,150,300,0
101192,600,0,128,0,20
101193,500,100,0,100,0
101194,300,0,75,200,50
101195,400,10,240,80,15
101196,100,20,20,21,10
101197,600,0,0,428,214
101198,600,0,200,300,100
101199,250,0,0,150,100
101200,600,50,0,50,0
101201,999999,999999,999999,999999,999999
101202,999999,999999,0,0,0
101203,300,0,0,128,0
101204,2142,150,0,300,0
101205,300,0,100,60,0
101206,100,999999,250,999999,999999
101207,700,100,0,41,100
101208,1071,107,214,257,0
101209,0,0,1285,999999,999999
101210,556,0,200,50,0
101211,200,70,60,100,70
101212,NA,NA,NA,NA,NA
101213,100,8,15,0,0
101214,600,0,85,128,40
101215,1285,214,0,0,0
101216,50,0,0,40,0
101217,NA,NA,NA,NA,NA
101218,NA,NA,NA,NA,NA
101219,1200,200,0,266,0
101220,NA,NA,NA,NA,NA
101221,NA,NA,NA,NA,NA
101222,200,50,50,200,20
101223,500,70,0,60,171
101224,600,0,40,200,60
101225,514,214,128,0,0
101226,200,150,100,0,0
101227,857,42,85,100,42
101228,400,0,50,35,0
101229,800,0,0,200,0
101230,500,50,0,45,20
101231,800,0,100,200,75
101232,350,70,0,0,0
101233,428,0,214,428,250
101234,257,0,75,300,0
101235,1071,0,0,30,10
101236,400,0,30,171,100
101237,550,100,400,300,0
101238,50,0,350,80,40
101239,428,64,40,85,0
101240,0,0,1000,0,29
101241,400,0,428,0,25
101242,130,0,0,0,0
101243,600,0,400,0,20
101244,600,0,100,214,40
101245,642,0,0,214,0
101246,642,0,214,100,0
101247,800,0,350,250,0
101248,150,30,150,470,0
101249,1000,100,0,5,0
101250,650,100,250,100,100
101251,NA,NA,NA,NA,NA
101252,250,50,321,15,15
101253,428,107,50,300,0
101254,350,0,214,400,0
101255,NA,NA,NA,NA,NA
101256,300,0,400,200,40
101257,300,100,0,40,0
101258,300,50,0,50,0
101259,200,0,600,0,0
101260,214,85,0,30,0
101261,240,40,150,200,0
101262,300,0,70,150,25
101263,300,0,200,300,125
101264,300,0,50,300,0
101265,857,0,140,857,171
101266,NA,NA,NA,NA,NA
101267,999999,999999,300,0,0
101268,0,0,350,75,20
101269,642,0,100,150,25
101270,450,50,150,200,0
101271,400,0,0,257,40
101272,857,0,214,171,42
101273,500,100,150,0,150
101274,250,40,0,0,0
101275,300,100,0,100,30
101276,400,0,25,100,0
101277,200,0,100,65,0
101278,600,0,0,100,0
101279,600,0,300,200,40
101280,500,100,100,428,200
101281,642,0,100,428,128
101282,500,200,10,400,0
101283,250,100,0,214,0
101284,80,25,30,214,0
101285,300,0,0,100,20
101286,400,0,0,150,70
101287,428,0,342,0,171
101288,300,0,50,150,0
101289,999999,999999,999999,999999,0
101290,225,128,100,50,0
101291,NA,NA,NA,NA,NA
101292,550,0,20,50,0
101293,NA,NA,NA,NA,NA
101294,200,0,100,150,20
101295,NA,NA,NA,NA,NA
101296,330,0,0,70,0
101297,500,0,120,100,0
101298,50,0,200,70,60
101299,550,0,0,0,0
101300,214,0,300,30,0
101301,400,0,200,128,51
101302,515,0,0,20,0
101303,0,0,900,214,0
101304,500,0,150,200,0
101305,600,0,0,150,0
101306,428,0,85,214,0
101307,300,0,0,20,0
101308,400,0,0,100,0
101309,600,0,0,100,50
101310,400,0,1714,1285,100
101311,200,0,0,150,0
101312,100,0,0,60,0
101313,500,50,300,50,100
101314,1000,214,214,214,214
101315,800,0,100,100,30
101316,1071,0,214,200,200
101317,500,40,30,999999,60
101318,1285,0,857,428,171
101319,500,0,0,100,0
101320,400,85,0,100,0
101321,400,25,75,60,40
101322,250,60,40,600,0
101323,120,0,0,0,0
101324,500,0,100,100,30
101325,NA,NA,NA,NA,NA
101326,428,0,364,100,0
101327,300,0,214,150,0
101328,300,50,20,0,30
101329,450,75,50,150,20
101330,300,25,200,50,25
101331,250,100,0,0,0
101332,675,0,0,50,50
101333,200,0,100,150,0
101334,500,200,200,400,150
101335,999999,999999,0,85,0
101336,400,999999,300,40,0
101337,450,0,150,642,50
101338,200,0,128,50,0
101339,999999,999999,999999,214,999999
101340,400,30,0,18,6
101341,325,0,325,0,0
101342,650,150,214,200,0
101343,1000,200,0,150,0
101344,300,50,120,100,0
101345,500,0,75,500,150
101346,750,0,0,65,90
101347,800,0,0,20,30
101348,NA,NA,NA,NA,NA
101349,100,0,150,128,40
101350,0,0,500,80,25
101351,350,0,400,400,0
101352,900,200,300,0,20
101353,300,0,30,20,0
101354,400,NA,150,100,0
101355,150,30,50,999999,999999
101356,642,128,150,800,0
101357,NA,NA,NA,NA,NA
101358,257,42,85,428,0
101359,535,42,300,171,15
101360,1714,150,0,428,428
101361,200,20,0,0,0
101362,200,42,0,30,12
101363,300,0,0,350,120
101364,400,150,300,200,150
101365,1000,0,400,100,0
101366,400,200,100,100,0
101367,100,0,200,95,0
101368,500,80,0,160,0
101369,550,0,100,999999,0
101370,800,0,300,400,40
101371,257,0,75,300,0
101372,500,0,200,128,0
101373,642,0,0,40,0
101374,1000,300,0,150,0
101375,240,0,0,0,60
101376,100,0,200,56,0
101377,NA,NA,NA,NA,NA
101378,200,50,300,200,30
101379,0,0,0,85,0
101380,200,0,0,50,50
101381,400,0,0,60,40
101382,150,30,0,300,0
101383,300,0,80,40,0
101384,250,50,0,100,0
101385,500,60,160,400,0
101386,1071,214,999999,42,999999
101387,350,20,30,100,0
101388,428,0,0,250,50
101389,300,0,0,200,150
101390,200,0,200,150,30
101391,75,0,20,0,0
101392,550,40,100,250,0
101393,500,0,0,0,0
101394,500,0,0,100,0
101395,1000,0,20,200,0
101396,300,40,20,40,30
101397,800,0,128,171,0
101398,400,0,80,100,0
101399,8400,0,0,400,35
101400,800,0,0,60,50
101401,0,0,500,100,0
101402,300,75,0,200,100
101403,700,200,25,400,0
101404,63,0,0,999999,0
101405,200,40,40,60,0
101406,500,0,200,100,0
101407,100,0,300,200,0
101408,450,100,150,60,40
101409,500,50,6,200,0
101410,557,50,0,150,50
101411,300,25,0,125,30
101412,1000,100,200,300,0
101413,1000,0,400,200,50
101414,350,60,10,50,66
101415,200,30,300,400,0
101416,300,85,50,60,20
101417,857,0,1285,150,60
101418,600,150,0,1040,0
101419,1000,0,0,250,150
101420,650,150,214,200,0
101421,250,0,214,0,0
101422,1200,0,999999,999999,999999
101423,30,0,0,40,0
101424,500,100,0,400,0
101425,500,0,150,300,50
101426,400,0,100,100,0
101427,642,128,0,200,0
101428,1000,200,0,300,100
101429,300,0,150,500,100
101430,1000,100,400,642,214
101431,428,0,100,214,128
101432,400,50,0,1050,0
101433,600,80,40,120,40
101434,NA,NA,NA,NA,NA
101435,700,300,500,400,0
101436,214,21,0,171,42
101437,250,0,40,40,30
101438,400,0,600,50,30
101439,400,70,20,103,40
101440,1000,0,200,250,60
101441,535,42,10,80,0
101442,200,0,25,200,0
101443,300,40,30,300,50
101444,400,0,50,160,50
101445,642,0,100,257,0
101446,400,100,0,300,0
101447,400,50,200,50,20
101448,300,0,250,0,80
101449,300,0,171,214,85
101450,300,85,150,428,0
101451,300,0,65,128,64
101452,400,20,100,999999,30
101453,NA,NA,NA,NA,NA
101454,180,12,70,80,0
101455,257,0,50,60,0
101456,500,50,999999,100,20
101457,NA,NA,NA,NA,NA
101458,999999,999999,999999,999999,0
101459,857,0,0,214,0
101460,200,30,15,100,0
101461,257,0,0,0,0
101462,145,0,2,100,0
101463,150,20,0,0,0
101464,400,107,200,50,0
101465,642,0,100,428,128
101466,300,0,300,999999,0
101467,500,150,100,100,0
101468,428,214,270,100,0
101469,500,50,0,400,0
101470,500,75,100,200,0
101471,642,0,642,300,0
101472,300,60,150,300,100
101473,600,0,130,80,0
101474,471,50,0,120,0
101475,NA,NA,NA,NA,NA
101476,400,0,100,50,0
101477,400,0,50,35,0
101478,130,0,80,0,0
101479,200,0,40,0,0
101480,800,0,0,1000,999999
101481,300,40,0,40,0
101482,200,0,30,80,20
101483,200,0,600,100,0
101484,400,100,0,500,0
101485,600,0,130,80,0
101486,300,0,250,30,0
101487,171,0,0,0,0
101488,642,0,200,200,100
101489,1000,0,150,0,0
101490,300,0,0,65,0
101491,428,0,642,30,0
101492,200,0,30,100,30
101493,1285,214,0,0,0
101494,700,0,50,100,20
101495,NA,NA,NA,NA,NA
101496,1000,214,214,214,214
101497,1000,0,0,0,128
101498,200,0,0,20,0
101499,400,0,0,50,20
101500,400,60,0,200,0
101501,342,0,200,200,0
101502,999999,999999,0,180,50
101503,500,0,75,500,150
101504,300,0,150,0,60
101505,90,0,0,10,20
101506,350,0,125,100,100
101507,NA,NA,NA,NA,NA
101508,450,250,0,0,0
101509,642,0,0,150,0
101510,250,0,0,60,0
101511,700,0,100,100,50
101512,800,0,0,200,0
101513,450,60,0,20,0
101514,450,0,180,125,0
101515,214,0,300,30,0
101516,500,50,0,400,0
101517,400,25,40,30,10
101518,250,0,0,0,0
101519,400,100,0,999999,25
101520,0,0,900,214,0
101521,999999,999999,999999,100,0
101522,150,0,0,150,0
101523,500,150,250,100,30
101524,400,100,100,200,0
101525,400,0,200,250,50
101526,300,0,30,50,0
101527,NA,NA,NA,NA,NA
101528,500,0,50,700,100
101529,700,0,40,40,0
101530,400,0,300,200,100
101531,NA,NA,NA,NA,NA
101532,500,0,0,85,0
101533,800,0,0,400,0
101534,600,100,0,100,0
101535,1071,80,50,321,0
101536,100,100,500,100,0
101537,500,100,0,150,0
101538,214,0,85,42,42
101539,600,100,200,100,20
101540,40,0,200,20,0
101541,150,0,40,107,0
101542,600,0,200,300,0
101543,300,0,50,150,0
101544,150,0,0,100,0
101545,200,100,200,120,0
101546,NA,NA,NA,NA,NA
101547,400,25,75,60,40
101548,857,0,51,300,0
101549,275,0,0,150,0
101550,200,30,60,0,35
101551,642,0,0,150,0
101552,330,0,0,70,0
101553,400,200,0,300,200
101554,300,0,100,40,25
101555,857,0,0,80,0
101556,600,0,400,0,0
101557,60,0,560,100,38
101558,700,0,350,200,0
101559,428,0,257,300,40
101560,200,20,40,214,214
101561,0,0,1285,0,30
101562,100,0,300,120,150
101563,400,0,0,100,0
101564,NA,NA,NA,NA,NA
101565,NA,NA,NA,NA,NA
101566,0,0,0,10,0
101567,800,300,300,0,15
101568,999999,999999,999999,999999,0
101569,600,100,0,100,0
101570,700,0,300,1000,100
101571,514,0,60,79,0
101572,200,0,0,128,0
101573,857,107,214,214,100
101574,342,171,171,128,42
101575,857,214,100,0,214
101576,471,0,0,107,0
101577,1500,0,300,200,0
101578,500,20,100,400,0
101579,300,85,0,0,342
101580,300,0,500,200,100
101581,171,0,60,25,30
101582,600,0,300,200,40
101583,685,80,0,514,0
101584,428,0,214,64,0
101585,200,0,50,50,0
101586,400,0,0,50,0
101587,200,0,150,50,20
101588,50,0,350,80,40
101589,250,0,0,50,0
101590,428,100,100,200,0
101591,600,0,0,150,0
101592,300,0,400,200,40
101593,200,0,450,100,0
101594,857,214,100,200,0
101595,500,200,0,200,0
101596,430,0,70,25,0
101597,80,999999,25,0,25
101598,300,0,60,320,40
101599,150,50,0,100,200
101600,642,0,214,50,0
101601,550,75,150,150,70
101602,300,0,200,100,85
101603,857,0,0,100,0
101604,428,0,0,50,50
101605,100,0,100,0,0
101606,428,0,574,65,0
101607,327,0,25,0,0
101608,171,42,20,64,0
101609,1285,0,428,342,0
101610,100,20,100,30,0
101611,0,0,571,214,0
101612,642,85,0,400,0
101613,300,30,100,40,15
101614,350,0,275,100,30
101615,350,0,0,100,0
101616,1714,150,0,428,428
101617,250,0,100,200,50
101618,400,0,0,200,0
101619,400,60,0,75,0
101620,400,0,0,1000,0
101621,428,42,0,212,0
101622,600,0,0,100,0
101623,0,0,428,85,25
101624,600,0,100,200,60
101625,250,100,0,214,0
101626,600,150,0,999999,0
101627,100,0,50,257,150
101628,600,0,100,214,40
101629,150,0,128,200,0
101630,580,0,0,100,50
101631,120,40,100,80,50
101632,1500,0,350,600,100
101633,600,100,50,171,128
101634,500,100,50,100,0
101635,600,0,100,140,0
101636,999999,999999,999999,999999,0
101637,0,0,600,140,100
101638,385,0,385,120,40
101639,550,0,150,50,0
101640,150,0,120,150,25
101641,600,100,10,50,50
101642,300,75,0,70,0
101643,600,0,0,15,15
101644,1200,0,200,130,200
101645,150,20,0,0,0
101646,428,0,300,200,80
101647,NA,NA,NA,NA,NA
101648,428,42,300,200,0
101649,500,150,0,100,0
101650,340,0,214,128,85
101651,1000,0,0,171,0
101652,300,0,100,200,0
101653,1000,0,400,250,0
101654,400,0,0,150,75
101655,300,0,30,100,30
101656,500,200,300,400,50
101657,400,0,100,25,0
101658,857,214,214,214,0
101659,535,257,0,2000,0
101660,857,107,321,857,0
101661,642,999999,999999,999999,999999
101662,428,0,0,100,50
101663,857,0,0,40,30
101664,300,45,150,100,60
101665,500,0,100,300,100
101666,300,0,100,0,0
101667,600,0,0,0,120
101668,500,0,200,150,0
101669,200,0,100,214,128
101670,350,20,30,100,0
101671,30,12,12,40,15
101672,400,0,214,200,40
101673,300,0,60,320,40
101674,NA,NA,NA,NA,NA
101675,300,0,321,257,0
101676,1000,0,400,100,0
101677,300,50,0,50,0
101678,600,0,200,150,0
101679,109,30,25,0,0
101680,500,0,0,140,100
101681,200,0,100,214,100
101682,800,100,0,200,100
101683,300,0,300,999999,0
101684,857,0,0,999999,999999
101685,80,60,150,0,0
101686,350,0,100,200,20
101687,125,0,0,0,0
101688,500,0,100,400,100
101689,130,25,40,25,0
101690,650,50,0,200,0
101691,450,0,0,100,25
101692,600,0,0,300,20
101693,428,0,0,90,0
101694,857,107,428,120,125
101695,120,0,5,0,0
101696,350,0,0,0,0
101697,300,0,0,250,100
101698,200,0,45,150,0
101699,50,0,400,100,0
101700,200,20,250,125,0
101701,200,25,0,50,25
101702,275,20,0,30,0
101703,900,0,0,25,0
101704,400,15,999999,999999,3
101705,557,0,0,400,0
101706,100,0,50,60,0
101707,214,0,30,50,0
101708,NA,NA,NA,NA,NA
101709,250,30,0,45,0
101710,400,85,0,100,0
101711,1500,300,0,300,0
101712,50,0,214,171,120
101713,500,0,0,200,0
101714,400,20,20,100,0
101715,857,200,200,200,0
101716,250,20,20,450,50
101717,200,60,50,0,0
101718,500,0,0,100,0
101719,500,150,0,100,0
101720,1000,0,500,50,0
101721,400,0,100,428,171
101722,235,0,89,999999,999999
101723,500,50,150,100,50
101724,520,50,400,200,50
101725,600,100,200,100,20
101726,400,85,0,428,0
101727,300,0,300,150,150
101728,300,0,100,0,0
101729,999999,999999,999999,0,0
101730,428,40,0,107,0
